Writing this to a file.
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision
NOT jumping at x:256, y:228, r:256, startY:0 collision and key up pressed
jumping at x:256, y:217, r:256
jumping at x:256, y:210, r:256
jumping at x:256, y:204, r:256
jumping at x:256, y:197, r:256
jumping at x:256, y:191, r:256
jumping at x:256, y:184, r:256
jumping at x:256, y:178, r:256
jumping at x:256, y:173, r:256
jumping at x:256, y:167, r:256
jumping at x:256, y:162, r:256
jumping at x:256, y:157, r:256
jumping at x:256, y:152, r:256
jumping at x:256, y:148, r:256
jumping at x:256, y:144, r:256
jumping at x:256, y:140, r:256
jumping at x:256, y:137, r:256
jumping at x:256, y:134, r:256
jumping at x:256, y:132, r:256
jumping at x:256, y:130, r:256
jumping at x:256, y:129, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:129, r:256and jumpAngle > 90 1

jumping at x:256, y:130, r:256and jumpAngle > 90 1

jumping at x:256, y:132, r:256and jumpAngle > 90 1

jumping at x:256, y:134, r:256and jumpAngle > 90 1

jumping at x:256, y:137, r:256and jumpAngle > 90 1

jumping at x:256, y:140, r:256and jumpAngle > 90 1

jumping at x:256, y:144, r:256and jumpAngle > 90 1

jumping at x:256, y:148, r:256and jumpAngle > 90 1

jumping at x:256, y:152, r:256and jumpAngle > 90 1

jumping at x:256, y:157, r:256and jumpAngle > 90 1

jumping at x:256, y:162, r:256and jumpAngle > 90 1

jumping at x:256, y:167, r:256and jumpAngle > 90 1

jumping at x:256, y:173, r:256and jumpAngle > 90 1

jumping at x:256, y:178, r:256and jumpAngle > 90 1

jumping at x:256, y:184, r:256and jumpAngle > 90 1

jumping at x:256, y:191, r:256and jumpAngle > 90 1

jumping at x:256, y:197, r:256and jumpAngle > 90 1

jumping at x:256, y:204, r:256and jumpAngle > 90 1

jumping at x:256, y:210, r:256and jumpAngle > 90 1

jumping at x:256, y:217, r:256and jumpAngle > 90 1

jumping with 180 angle at x:256, y:217, r:256
NOT jumping at x:256, y:221, r:256, startY:224
NOT jumping at x:256, y:225, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision and key up pressed
jumping at x:256, y:217, r:256
jumping at x:256, y:210, r:256
jumping at x:256, y:204, r:256
jumping at x:256, y:197, r:256
jumping at x:256, y:191, r:256
jumping at x:256, y:184, r:256
jumping at x:256, y:178, r:256
jumping at x:256, y:173, r:256
jumping at x:256, y:167, r:256
jumping at x:256, y:162, r:256
jumping at x:256, y:157, r:256
jumping at x:256, y:152, r:256
jumping at x:256, y:148, r:256
jumping at x:256, y:144, r:256
jumping at x:256, y:140, r:256
jumping at x:256, y:137, r:256
jumping at x:256, y:134, r:256
jumping at x:256, y:132, r:256
jumping at x:256, y:130, r:256
jumping at x:256, y:129, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:129, r:256and jumpAngle > 90 1

jumping at x:256, y:130, r:256and jumpAngle > 90 1

jumping at x:256, y:132, r:256and jumpAngle > 90 1

jumping at x:256, y:134, r:256and jumpAngle > 90 1

jumping at x:256, y:137, r:256and jumpAngle > 90 1

jumping at x:256, y:140, r:256and jumpAngle > 90 1

jumping at x:256, y:144, r:256and jumpAngle > 90 1

jumping at x:256, y:148, r:256and jumpAngle > 90 1

jumping at x:256, y:152, r:256and jumpAngle > 90 1

jumping at x:256, y:157, r:256and jumpAngle > 90 1

jumping at x:256, y:162, r:256and jumpAngle > 90 1

jumping at x:256, y:167, r:256and jumpAngle > 90 1

jumping at x:256, y:173, r:256and jumpAngle > 90 1

jumping at x:256, y:178, r:256and jumpAngle > 90 1

jumping at x:256, y:184, r:256and jumpAngle > 90 1

jumping at x:256, y:191, r:256and jumpAngle > 90 1

jumping at x:256, y:197, r:256and jumpAngle > 90 1

jumping at x:256, y:204, r:256and jumpAngle > 90 1

jumping at x:256, y:210, r:256and jumpAngle > 90 1

jumping at x:256, y:217, r:256and jumpAngle > 90 1

jumping with 180 angle at x:256, y:217, r:256
NOT jumping at x:256, y:221, r:256, startY:224
NOT jumping at x:256, y:225, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision and key up pressed
jumping at x:256, y:217, r:256
jumping at x:256, y:210, r:256
jumping at x:256, y:204, r:256
jumping at x:256, y:197, r:256
jumping at x:256, y:191, r:256
jumping at x:256, y:184, r:256
jumping at x:256, y:178, r:256
jumping at x:256, y:173, r:256
jumping at x:256, y:167, r:256
jumping at x:256, y:162, r:256
jumping at x:256, y:157, r:256
jumping at x:256, y:152, r:256
jumping at x:256, y:148, r:256
jumping at x:256, y:144, r:256
jumping at x:256, y:140, r:256
jumping at x:256, y:137, r:256
jumping at x:256, y:134, r:256
jumping at x:256, y:132, r:256
jumping at x:256, y:130, r:256
jumping at x:256, y:129, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256
jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:128, r:256and jumpAngle > 90 1

jumping at x:256, y:129, r:256and jumpAngle > 90 1

jumping at x:256, y:130, r:256and jumpAngle > 90 1

jumping at x:256, y:132, r:256and jumpAngle > 90 1

jumping at x:256, y:134, r:256and jumpAngle > 90 1

jumping at x:256, y:137, r:256and jumpAngle > 90 1

jumping at x:256, y:140, r:256and jumpAngle > 90 1

jumping at x:256, y:144, r:256and jumpAngle > 90 1

jumping at x:256, y:148, r:256and jumpAngle > 90 1

jumping at x:256, y:152, r:256and jumpAngle > 90 1

jumping at x:256, y:157, r:256and jumpAngle > 90 1

jumping at x:256, y:162, r:256and jumpAngle > 90 1

jumping at x:256, y:167, r:256and jumpAngle > 90 1

jumping at x:256, y:173, r:256and jumpAngle > 90 1

jumping at x:256, y:178, r:256and jumpAngle > 90 1

jumping at x:256, y:184, r:256and jumpAngle > 90 1

jumping at x:256, y:191, r:256and jumpAngle > 90 1

jumping at x:256, y:197, r:256and jumpAngle > 90 1

jumping at x:256, y:204, r:256and jumpAngle > 90 1

jumping at x:256, y:210, r:256and jumpAngle > 90 1

jumping at x:256, y:217, r:256and jumpAngle > 90 1

jumping with 180 angle at x:256, y:217, r:256
NOT jumping at x:256, y:221, r:256, startY:224
NOT jumping at x:256, y:225, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:256, y:228, r:256, startY:224 collision
NOT jumping at x:258, y:228, r:258, startY:224 collision
NOT jumping at x:260, y:228, r:260, startY:224 collision
NOT jumping at x:262, y:228, r:262, startY:224 collision
NOT jumping at x:264, y:228, r:264, startY:224 collision
NOT jumping at x:266, y:228, r:266, startY:224 collision
NOT jumping at x:268, y:228, r:268, startY:224 collision
NOT jumping at x:270, y:228, r:270, startY:224 collision
NOT jumping at x:272, y:228, r:272, startY:224 collision
NOT jumping at x:274, y:228, r:274, startY:224 collision
NOT jumping at x:276, y:228, r:276, startY:224 collision
NOT jumping at x:278, y:228, r:278, startY:224 collision
NOT jumping at x:280, y:228, r:280, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision and key up pressed
jumping at x:282, y:217, r:282
jumping at x:282, y:210, r:282
jumping at x:282, y:204, r:282
jumping at x:282, y:197, r:282
jumping at x:282, y:191, r:282
jumping at x:282, y:184, r:282
jumping at x:282, y:178, r:282
jumping at x:282, y:173, r:282
jumping at x:282, y:167, r:282
jumping at x:282, y:162, r:282
jumping at x:282, y:157, r:282
jumping at x:282, y:152, r:282
jumping at x:282, y:148, r:282
jumping at x:282, y:144, r:282
jumping at x:282, y:140, r:282
jumping at x:282, y:137, r:282
jumping at x:282, y:134, r:282
jumping at x:282, y:132, r:282
jumping at x:282, y:130, r:282
jumping at x:282, y:129, r:282
jumping at x:282, y:128, r:282
jumping at x:282, y:128, r:282
jumping at x:282, y:128, r:282and jumpAngle > 90 1

jumping at x:282, y:128, r:282and jumpAngle > 90 1

jumping at x:282, y:129, r:282and jumpAngle > 90 1

jumping at x:282, y:130, r:282and jumpAngle > 90 1

jumping at x:282, y:132, r:282and jumpAngle > 90 1

jumping at x:282, y:134, r:282and jumpAngle > 90 1

jumping at x:282, y:137, r:282and jumpAngle > 90 1

jumping at x:282, y:140, r:282and jumpAngle > 90 1

jumping at x:282, y:144, r:282and jumpAngle > 90 1

jumping at x:282, y:148, r:282and jumpAngle > 90 1

jumping at x:282, y:152, r:282and jumpAngle > 90 1

jumping at x:282, y:157, r:282and jumpAngle > 90 1

jumping at x:282, y:162, r:282and jumpAngle > 90 1

jumping at x:282, y:167, r:282and jumpAngle > 90 1

jumping at x:282, y:173, r:282and jumpAngle > 90 1

jumping at x:282, y:178, r:282and jumpAngle > 90 1

jumping at x:282, y:184, r:282and jumpAngle > 90 1

jumping at x:282, y:191, r:282and jumpAngle > 90 1

jumping at x:282, y:197, r:282and jumpAngle > 90 1

jumping at x:282, y:204, r:282and jumpAngle > 90 1

jumping at x:282, y:210, r:282and jumpAngle > 90 1

jumping at x:282, y:217, r:282and jumpAngle > 90 1

jumping with 180 angle at x:282, y:217, r:282
NOT jumping at x:282, y:221, r:282, startY:224
NOT jumping at x:282, y:225, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision and key up pressed
jumping at x:282, y:217, r:282
jumping at x:282, y:210, r:282
jumping at x:282, y:204, r:282
jumping at x:282, y:197, r:282
jumping at x:282, y:191, r:282
jumping at x:282, y:184, r:282
jumping at x:282, y:178, r:282
jumping at x:282, y:173, r:282
jumping at x:282, y:167, r:282
jumping at x:282, y:162, r:282
jumping at x:282, y:157, r:282
jumping at x:282, y:152, r:282
jumping at x:282, y:148, r:282
jumping at x:282, y:144, r:282
jumping at x:282, y:140, r:282
jumping at x:282, y:137, r:282
jumping at x:282, y:134, r:282
jumping at x:282, y:132, r:282
jumping at x:282, y:130, r:282
jumping at x:282, y:129, r:282
jumping at x:282, y:128, r:282
jumping at x:282, y:128, r:282
jumping at x:282, y:128, r:282and jumpAngle > 90 1

jumping at x:282, y:128, r:282and jumpAngle > 90 1

jumping at x:282, y:129, r:282and jumpAngle > 90 1

jumping at x:282, y:130, r:282and jumpAngle > 90 1

jumping at x:282, y:132, r:282and jumpAngle > 90 1

jumping at x:282, y:134, r:282and jumpAngle > 90 1

jumping at x:282, y:137, r:282and jumpAngle > 90 1

jumping at x:282, y:140, r:282and jumpAngle > 90 1

jumping at x:282, y:144, r:282and jumpAngle > 90 1

jumping at x:282, y:148, r:282and jumpAngle > 90 1

jumping at x:282, y:152, r:282and jumpAngle > 90 1

jumping at x:282, y:157, r:282and jumpAngle > 90 1

jumping at x:282, y:162, r:282and jumpAngle > 90 1

jumping at x:282, y:167, r:282and jumpAngle > 90 1

jumping at x:282, y:173, r:282and jumpAngle > 90 1

jumping at x:282, y:178, r:282and jumpAngle > 90 1

jumping at x:282, y:184, r:282and jumpAngle > 90 1

jumping at x:282, y:191, r:282and jumpAngle > 90 1

jumping at x:282, y:197, r:282and jumpAngle > 90 1

jumping at x:282, y:204, r:282and jumpAngle > 90 1

jumping at x:282, y:210, r:282and jumpAngle > 90 1

jumping at x:282, y:217, r:282and jumpAngle > 90 1

jumping with 180 angle at x:282, y:217, r:282
NOT jumping at x:282, y:221, r:282, startY:224
NOT jumping at x:282, y:225, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:282, y:228, r:282, startY:224 collision
NOT jumping at x:284, y:228, r:284, startY:224 collision
NOT jumping at x:286, y:228, r:286, startY:224 collision
NOT jumping at x:288, y:228, r:288, startY:224 collision
NOT jumping at x:290, y:228, r:290, startY:224 collision
NOT jumping at x:292, y:228, r:292, startY:224 collision
NOT jumping at x:294, y:228, r:294, startY:224 collision
NOT jumping at x:296, y:228, r:296, startY:224 collision
NOT jumping at x:298, y:228, r:298, startY:224 collision
NOT jumping at x:300, y:228, r:300, startY:224 collision
